LTER.site,Locale,Species.code,Year,N.Obs,Abundance,Order,Species,Feeding,Habitat,Pollinator
KonzaPrairie,grasshopper,Melanoplus sanguinipes,2015,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1984,1,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1985,5,11,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1986,8,14,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1987,14,28,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1988,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1989,4,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1990,4,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1991,4,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1996,4,15,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1997,5,7,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1998,2,37,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2001,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2002,4,76,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2003,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2004,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2005,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2006,9,153,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2007,8,460,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2008,9,216,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2009,8,37,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2010,5,12,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2011,3,15,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2012,5,25,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2014,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus spp.,2015,5,9,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1982,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1983,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1984,2,2,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1985,1,1,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1986,10,12,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1987,8,17,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1988,5,8,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1989,4,32,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1990,1,1,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1991,1,4,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1996,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1997,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1998,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,1999,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2000,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2001,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2002,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2003,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2004,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2005,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2006,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2007,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2008,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2009,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2010,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2011,5,7,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2012,8,211,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2013,4,9,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2014,0,0,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora spp.,2015,2,2,Orthoptera,Pardalophora spp.,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1984,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1987,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1998,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2001,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2002,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2003,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2004,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2005,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2006,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2007,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2008,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2009,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2011,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2012,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2013,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Brachystola magna,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1985,1,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1986,4,6,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1987,6,7,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1988,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1989,4,39,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1990,3,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1991,5,13,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1996,2,15,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1997,8,32,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1998,5,14,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2001,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2002,3,12,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2003,3,12,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2004,8,20,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2005,7,15,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2006,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2007,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2008,2,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2009,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2010,3,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2011,6,16,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2012,8,40,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2013,8,122,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2014,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia spp.,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1985,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1990,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1997,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1998,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2001,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2002,1,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2003,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2004,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2005,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2006,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2007,1,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2008,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2009,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2011,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2012,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Melanoplus differentialis,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1982,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1983,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1984,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1985,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1986,1,1,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1987,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1988,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1989,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1990,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1991,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1996,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1997,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1998,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,1999,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2000,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2001,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2002,5,7,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2003,8,14,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2004,1,1,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2005,7,19,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2006,7,29,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2007,4,17,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2008,2,4,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2009,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2010,0,0,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2011,4,5,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2012,4,5,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2013,8,33,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2014,3,5,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalophora haldemani,2015,1,1,Orthoptera,Pardalophora haldemani,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1986,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1996,3,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1997,7,49,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1998,6,25,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,1999,5,16,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2000,4,8,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2001,5,20,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2002,7,79,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2003,10,138,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2004,6,18,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2005,5,12,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2006,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2007,5,9,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2008,8,42,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2009,9,43,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2010,4,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2011,4,7,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2012,7,55,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2013,2,13,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2014,1,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria picta,2015,6,32,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1987,15,39,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1998,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2001,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2002,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2003,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2004,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2005,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2006,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2007,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2008,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2009,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2011,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2012,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2014,4,20,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Oedipodinae spp.,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
